Order,LotArea,Alley,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemod,Foundation,BsmtFin,BsmtUnf,AC,GrLivArea,HalfBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PorchSF,YrSold,SalePrice
2194,8190,no,Inside,4,6,1954,1954,CBlock,732,216,Y,948,0,2,3,TA,5,1,Unf,1,280,0,36,2007,119000
2197,10592,no,Inside,6,7,1923,1996,PConc,0,602,Y,1502,1,1,3,Gd,7,2,Unf,1,180,96,165,2007,165000
2198,10594,no,Inside,5,5,1926,1950,BrkTil,0,768,N,789,0,1,2,TA,5,0,Unf,1,200,0,112,2007,96500
2199,7223,no,Inside,5,5,1926,1950,PConc,319,971,Y,1422,0,1,3,TA,6,0,Unf,1,352,0,64,2007,136500
2200,6821,no,Inside,6,7,1921,2005,BrkTil,113,538,Y,1298,0,2,2,TA,8,1,Unf,1,240,216,168,2007,146500
2201,7200,no,Corner,5,7,1937,1950,BrkTil,569,162,Y,1768,1,2,3,Gd,7,2,Unf,1,240,0,264,2007,175000
2202,4000,no,Inside,7,8,1930,1995,BrkTil,246,285,Y,1098,0,2,2,TA,5,1,Unf,1,216,0,0,2007,148500
2203,6720,no,Inside,6,7,1921,1950,BrkTil,0,585,N,1436,0,1,3,TA,7,1,Unf,1,228,184,0,2007,141500
2204,7642,no,Corner,7,8,1918,1998,BrkTil,0,912,Y,1426,1,1,3,Gd,7,1,Unf,1,216,0,240,2007,189950
2205,7155,no,Inside,6,8,1926,1991,BrkTil,0,686,Y,1461,0,1,3,TA,6,1,Unf,1,225,0,116,2007,135000
2206,7128,no,Inside,7,5,1941,1950,CBlock,364,554,Y,1646,0,2,4,TA,7,2,Unf,1,240,0,126,2007,164000
2207,4280,no,Inside,5,6,1913,2002,PConc,365,75,N,694,0,1,2,Gd,4,1,Unf,1,352,0,34,2007,90350
2208,5362,no,Corner,5,6,1910,2003,PConc,0,661,Y,1250,0,2,3,TA,8,1,Unf,2,552,242,81,2007,139000
2209,6305,no,Inside,5,7,1938,1950,PConc,0,920,Y,954,0,1,2,Fa,5,1,Unf,1,240,0,0,2007,119750
2212,7230,no,Inside,7,7,1927,1992,BrkTil,0,851,Y,1718,1,2,4,Gd,8,1,Unf,2,264,291,213,2007,238000
2213,13108,no,Inside,5,5,1951,1951,CBlock,0,0,Y,1226,1,1,2,TA,7,1,Fin,2,400,174,372,2007,153500
2214,22420,no,Inside,6,6,1918,1950,BrkTil,1128,242,N,2624,1,3,4,TA,10,1,Unf,3,864,0,0,2007,239000
2215,12168,no,Inside,8,6,1934,1998,PConc,428,537,Y,3194,1,2,4,TA,10,2,Unf,2,380,0,0,2007,359100
2216,7810,no,Inside,4,6,1930,2003,BrkTil,189,741,Y,1755,0,2,4,Gd,7,1,Unf,1,231,0,40,2007,188000
2217,11275,no,Corner,6,7,1932,1950,CBlock,854,0,Y,1991,1,1,3,TA,7,1,Unf,2,432,0,19,2007,220000
2219,10570,no,Inside,8,8,1932,1994,CBlock,297,556,Y,2727,1,2,3,Gd,10,2,Unf,2,440,0,74,2007,315000
2220,7259,no,Inside,6,8,1945,2002,CBlock,924,104,Y,2320,1,3,3,Gd,9,1,Unf,1,180,224,0,2007,259500
2221,14442,no,Inside,6,7,1957,2004,PConc,1186,291,Y,1839,0,3,3,Gd,7,2,Fin,2,416,0,287,2007,257500
2222,13125,no,Inside,7,6,1940,1984,CBlock,410,390,Y,1740,1,1,3,TA,6,2,Unf,1,240,0,0,2007,219500
2223,21000,no,Corner,6,5,1953,1953,CBlock,904,905,Y,2259,0,3,3,Gd,7,2,Unf,2,450,166,312,2007,217000
2224,25485,no,CulDSac,6,4,1960,1960,CBlock,1560,0,Y,1560,1,1,3,TA,6,3,RFn,2,580,0,659,2007,201000
2225,21579,no,CulDSac,6,6,1968,1968,PConc,813,675,Y,1488,1,2,3,TA,7,2,RFn,2,552,0,216,2007,215000
2227,17871,no,Inside,4,5,1995,1996,PConc,0,1680,Y,1680,0,2,4,Gd,7,0,Unf,2,628,152,0,2007,170000
2229,20693,no,Corner,7,5,1971,1971,CBlock,434,1262,Y,1696,0,2,3,TA,7,2,Fin,2,625,0,146,2007,198000
2230,32668,no,CulDSac,6,3,1957,1975,PConc,1219,816,Y,2515,0,4,4,TA,9,2,RFn,2,484,0,200,2007,200624
2231,18044,no,CulDSac,8,5,1986,1986,CBlock,0,279,Y,2726,1,2,2,Gd,6,1,Fin,2,691,216,233,2007,315000
2232,8500,no,Corner,5,7,1919,2005,CBlock,0,793,N,1517,0,2,3,Fa,7,0,NA,0,0,0,144,2007,115000
2233,7000,no,Corner,6,7,1940,1950,BrkTil,375,345,Y,1215,0,1,3,Gd,6,0,Fin,2,720,0,30,2007,141000
2234,5000,no,Inside,5,6,1941,1950,CBlock,116,604,N,803,0,1,2,TA,5,0,Unf,2,360,0,244,2007,87000
2235,7288,no,Inside,5,7,1925,2003,BrkTil,0,936,Y,1601,0,2,3,TA,6,0,NA,0,0,0,176,2007,129850
2236,6060,no,Inside,4,5,1939,1950,PConc,0,732,Y,1123,0,1,3,TA,4,0,Unf,1,264,0,140,2007,100000
2237,9060,no,Inside,5,6,1923,1999,BrkTil,548,311,Y,1828,0,2,3,Gd,6,0,,,,174,212,2007,150909
2238,3672,no,Inside,5,7,1922,1950,BrkTil,0,816,Y,816,0,1,2,TA,5,0,Unf,1,100,0,96,2007,75200
2239,8263,no,Inside,6,5,1920,1950,BrkTil,0,1012,Y,1012,0,1,2,TA,6,1,Unf,1,308,0,134,2007,118400
2240,8967,no,Corner,5,2,1920,1950,BrkTil,0,961,Y,1077,0,1,2,TA,6,0,Unf,1,338,0,0,2007,67000
2241,13710,no,Inside,5,5,1950,1950,CBlock,420,490,Y,1558,1,1,4,TA,6,0,Unf,1,282,289,0,2007,152000
2242,11067,no,Corner,2,4,1939,1950,BrkTil,0,0,Y,845,0,1,1,TA,4,0,Unf,1,256,48,0,2007,68104
2244,6565,no,Corner,4,6,1957,1980,CBlock,967,106,Y,1073,0,2,3,TA,6,0,Unf,2,720,0,444,2007,140000
2245,6060,no,Inside,5,9,1930,2007,BrkTil,737,100,Y,1001,0,1,2,Gd,5,0,Unf,1,216,154,128,2007,124900
2248,12150,no,CulDSac,6,6,1979,1979,CBlock,1001,0,Y,1299,0,3,2,Gd,5,1,RFn,2,486,84,222,2007,183500
2249,7540,no,CulDSac,6,6,1978,1978,CBlock,773,115,Y,912,0,2,2,TA,5,1,RFn,2,470,0,192,2007,156000
2250,9187,no,Corner,6,5,1983,1983,PConc,336,748,Y,1080,1,1,3,TA,5,0,Unf,2,484,120,158,2007,134000
2251,10000,no,Inside,5,5,2002,2002,PConc,585,856,Y,1392,0,2,3,Gd,6,1,Fin,3,650,168,49,2007,215000
2252,12864,no,CulDSac,7,5,2002,2002,PConc,1392,17,Y,1409,1,2,1,Gd,4,1,RFn,2,576,0,289,2007,245000
2253,9928,no,CulDSac,7,5,1991,1992,PConc,1239,215,Y,1478,0,3,3,TA,6,1,Unf,2,506,114,22,2007,210000
2254,8750,no,Inside,7,6,1975,1975,CBlock,754,98,Y,918,1,1,3,TA,4,0,Unf,1,360,192,84,2007,148000
2255,8410,no,Corner,6,6,1974,1974,CBlock,924,46,Y,1026,0,2,2,TA,5,1,Unf,2,528,193,0,2007,143000
2258,16905,no,Inside,5,6,1959,1959,CBlock,967,383,Y,1328,2,1,2,TA,5,2,RFn,1,308,0,104,2007,170000
2259,19958,no,Inside,6,8,1958,1995,CBlock,0,585,Y,2279,1,2,4,Gd,7,1,RFn,2,461,274,138,2007,257000
2260,8368,no,Inside,7,5,2006,2007,PConc,0,1689,Y,1689,0,2,3,Gd,7,0,Fin,2,433,100,39,2007,231713
2261,8298,no,Inside,8,5,2006,2007,PConc,583,963,Y,1564,0,2,2,Ex,6,1,RFn,2,502,132,0,2007,267300
2262,9037,no,Inside,8,5,2006,2006,PConc,428,1048,Y,1484,0,2,2,Ex,6,1,RFn,2,472,120,33,2007,265900
2263,10991,no,Inside,8,5,2007,2007,PConc,0,1571,Y,1571,0,2,3,Gd,7,1,Fin,3,722,100,36,2007,239000
2264,10656,no,Inside,8,5,2006,2007,PConc,0,1638,Y,1646,0,2,3,Gd,6,1,RFn,3,870,192,80,2007,248900
2265,10331,no,CulDSac,7,7,1985,1985,CBlock,295,970,Y,1240,1,2,3,Gd,6,0,Unf,2,528,232,0,2007,174000
2266,13758,no,CulDSac,7,5,1990,1991,CBlock,902,254,Y,1717,1,2,3,Gd,7,1,RFn,2,400,168,36,2007,187500
2267,9303,no,Corner,6,5,1996,1997,PConc,742,130,Y,1756,1,3,3,TA,7,0,Fin,2,422,144,122,2007,204000
2268,6718,no,Inside,8,5,2001,2001,PConc,250,1017,Y,1312,0,2,2,Gd,5,0,Unf,2,471,256,28,2007,180500
2269,9590,no,Corner,7,5,2003,2003,PConc,786,82,Y,1146,0,3,3,Gd,6,1,Fin,2,438,160,22,2007,187500
2270,11305,no,Inside,8,5,2002,2002,PConc,1329,593,Y,1922,0,3,2,Gd,6,1,Fin,3,692,201,64,2007,282000
2271,7777,no,Inside,6,5,1996,1996,PConc,0,1491,Y,1491,0,2,3,TA,7,1,Fin,2,571,0,35,2007,178000
2272,14536,no,Inside,8,5,2002,2003,PConc,1300,316,Y,1629,0,3,3,Gd,9,1,Fin,3,808,0,252,2007,270000
2273,11800,no,Inside,7,5,2003,2004,PConc,766,356,Y,2486,1,4,5,Gd,10,1,Fin,2,452,143,32,2007,279900
2274,35133,no,Inside,5,4,1963,1963,CBlock,1159,413,Y,1572,1,2,3,TA,5,2,RFn,3,995,0,526,2007,186700
2275,15306,no,Corner,8,5,2006,2007,PConc,80,1652,Y,1776,0,3,3,Gd,7,1,Fin,3,712,0,0,2007,283463
2276,12633,no,Inside,10,5,2006,2007,PConc,0,1824,Y,1824,0,2,3,Ex,8,1,Fin,3,932,160,144,2007,392000
2277,12665,no,Inside,8,5,2005,2006,PConc,0,1094,Y,2482,1,2,4,Gd,9,1,Fin,3,642,144,39,2007,281213
2278,8402,no,Inside,5,5,2007,2007,PConc,206,914,Y,1120,0,1,3,TA,6,0,NA,0,0,0,30,2007,147000
2279,43500,no,Inside,3,5,1953,1953,CBlock,0,0,Y,2034,0,1,2,TA,9,0,RFn,4,1041,483,266,2007,130000
2281,25286,no,Inside,4,5,1963,1963,PConc,633,431,Y,1040,0,2,3,TA,5,0,Unf,2,648,0,0,2007,132250
2292,11333,no,Corner,6,5,1976,1976,PConc,539,490,Y,1062,0,2,3,TA,5,2,RFn,2,539,120,0,2007,146800
2293,9129,no,Inside,5,5,1977,1977,PConc,923,0,Y,1008,0,2,1,Gd,4,1,Fin,2,678,201,66,2007,153500
2294,15957,no,Corner,6,6,1977,1977,PConc,1148,96,Y,1356,0,4,3,TA,6,1,Fin,2,528,1424,0,2007,188000
2295,33983,no,Inside,5,6,1977,1994,PConc,1112,48,Y,1676,1,2,3,Gd,6,2,RFn,2,672,690,90,2007,196000
2296,8286,no,Corner,5,7,1977,1977,PConc,531,185,Y,1432,1,2,3,TA,6,1,Fin,2,531,0,376,2007,157000
2297,6723,no,Inside,5,7,1971,1971,CBlock,796,0,Y,796,1,1,2,TA,5,0,NA,0,0,129,0,2007,138000
2298,7244,no,Inside,5,7,1970,1970,CBlock,619,149,Y,768,0,2,2,TA,5,0,Unf,2,624,104,0,2007,129500
2299,27697,no,Inside,4,3,1961,1961,CBlock,811,585,N,1608,0,1,3,TA,6,0,Unf,1,444,152,38,2007,80000
2300,7599,no,Corner,4,6,1982,2006,CBlock,565,280,Y,845,0,2,2,TA,4,0,Unf,2,360,0,0,2007,129500
2301,11000,no,Corner,5,6,1976,2003,PConc,1090,0,Y,1178,1,2,3,TA,6,0,Unf,2,502,0,132,2007,135000
2302,8314,no,Corner,5,7,1982,1982,CBlock,546,270,Y,816,0,1,2,TA,5,0,Unf,1,264,168,0,2007,124500
2303,11625,no,Inside,5,7,1983,1983,CBlock,596,220,Y,816,0,2,2,TA,4,0,Fin,1,264,330,0,2007,139000
2304,10712,no,Inside,5,5,1991,1992,PConc,212,762,Y,974,0,1,3,TA,5,0,NA,0,0,0,28,2007,93500
2305,10447,no,Inside,5,6,1984,1984,CBlock,516,348,Y,887,1,1,3,TA,5,0,RFn,1,288,140,0,2007,124500
2306,11027,no,Inside,6,5,1954,1954,CBlock,1007,171,Y,1293,0,3,2,TA,5,0,RFn,2,452,280,0,2006,149900
2307,10533,no,Inside,6,6,1956,1956,CBlock,773,235,Y,1024,0,2,2,Gd,5,2,Unf,1,313,0,280,2006,157500
2308,11765,no,Corner,5,5,1957,1957,CBlock,1127,490,Y,1797,1,1,3,TA,7,1,Unf,3,963,0,0,2006,169000
2309,39384,no,CulDSac,6,6,1957,1957,CBlock,1110,595,Y,1390,1,2,1,Ex,4,2,Unf,2,550,0,189,2006,252000
2310,11727,no,Corner,7,6,1969,1969,CBlock,0,1851,Y,1851,0,2,3,TA,8,1,Fin,2,506,0,146,2006,192100
2311,8238,no,Inside,6,5,1997,1998,PConc,700,113,Y,1525,1,3,3,TA,6,1,Fin,2,400,421,72,2006,183500
2312,13006,no,Corner,7,5,1997,1997,PConc,0,964,Y,2236,1,2,4,Gd,8,1,Fin,2,642,0,0,2006,222000
2313,13041,no,Inside,6,5,1995,1995,PConc,0,781,Y,1671,1,2,3,TA,7,1,Fin,2,423,0,84,2006,170000
2314,13031,no,Corner,6,5,1995,1996,PConc,592,99,Y,1498,1,2,3,TA,6,1,Fin,2,409,315,44,2006,187500
2315,9783,no,Inside,6,5,1996,1996,PConc,0,821,Y,1776,1,2,3,TA,7,1,Fin,2,443,286,116,2006,202000
2316,11207,no,FR2,6,5,1997,1997,PConc,714,88,Y,1511,1,3,3,TA,8,1,Fin,2,413,95,75,2006,185000
2317,19378,no,Corner,7,5,2005,2006,PConc,57,1335,Y,2462,1,3,4,Gd,9,1,RFn,2,576,239,300,2006,320000
2318,14859,no,CulDSac,7,5,2006,2006,PConc,0,1670,Y,1670,0,2,3,Gd,7,1,RFn,3,690,144,60,2006,240000
2319,13128,no,CulDSac,8,5,2005,2005,PConc,0,1074,Y,2064,1,2,4,Gd,7,1,Fin,2,527,0,119,2006,250000
2320,10463,no,CulDSac,8,5,2005,2005,PConc,0,893,Y,1801,1,2,3,Gd,8,1,Fin,3,800,0,116,2006,239900
2321,13751,no,CulDSac,7,5,2005,2006,PConc,60,1640,Y,2212,1,3,3,Gd,9,1,Fin,3,773,237,153,2006,309000
2322,23257,no,CulDSac,7,5,2006,2006,PConc,0,868,Y,2021,1,2,3,Gd,9,1,RFn,2,422,0,100,2006,274725
2323,13108,no,Inside,8,5,1994,1994,PConc,0,2062,Y,2687,1,2,4,Gd,9,0,Fin,2,618,168,12,2006,270000
2324,8076,no,Inside,6,6,1993,1994,PConc,705,455,Y,1169,1,2,3,TA,6,1,Fin,2,402,0,170,2006,183500
2325,7685,no,Inside,6,5,1993,1994,PConc,518,179,Y,1501,1,2,3,Gd,6,1,Fin,2,420,190,63,2006,165600
2326,9084,no,Inside,7,5,1998,1998,PConc,0,935,Y,1632,1,2,3,TA,8,1,Fin,2,462,0,28,2006,176500
2329,6563,no,CulDSac,8,5,1985,1985,PConc,1148,594,Y,1742,0,3,2,Gd,5,1,RFn,2,564,114,262,2006,275000
2330,16023,no,CulDSac,9,5,2005,2006,PConc,1218,180,Y,2798,1,4,3,Ex,11,1,Fin,3,670,182,37,2006,457347
2331,18062,no,CulDSac,10,5,2006,2006,PConc,0,1528,Y,3390,1,3,5,Ex,10,1,Fin,3,758,204,34,2006,545224
2332,12292,no,CulDSac,9,5,2006,2006,PConc,205,889,Y,2473,1,2,4,Gd,11,1,Fin,3,675,246,39,2006,356383
2333,16056,no,Inside,9,5,2005,2006,PConc,240,1752,Y,2868,1,3,4,Ex,11,1,Fin,3,716,214,108,2006,556581
2334,12438,no,Inside,8,5,2006,2006,PConc,0,1234,Y,2576,1,2,4,Ex,10,1,Fin,3,666,324,100,2006,361919
2335,16052,no,CulDSac,10,5,2006,2006,PConc,1206,644,Y,2698,1,3,4,Ex,11,1,RFn,3,736,250,0,2006,535000
2336,15922,no,Corner,9,5,2005,2006,PConc,0,1390,Y,2795,1,3,4,Ex,10,1,Fin,3,660,272,102,2006,401179
2337,13682,no,CulDSac,10,5,2006,2006,PConc,0,1410,Y,2945,1,3,3,Gd,10,1,Fin,3,641,192,37,2006,438780
2338,14762,no,Corner,5,6,1948,1950,Slab,0,0,Y,2320,0,2,2,TA,7,1,Unf,2,672,120,144,2006,169000
2341,11302,no,Inside,8,5,2005,2006,PConc,1422,392,Y,1826,0,3,3,Gd,7,1,Fin,3,758,180,195,2006,319000
2342,18261,no,Inside,9,5,2005,2005,PConc,1416,494,Y,2000,1,3,3,Ex,8,2,Unf,3,722,351,225,2006,470000
2343,14145,no,Corner,7,7,1984,1998,CBlock,213,995,Y,1621,0,3,3,Gd,8,0,RFn,2,440,108,45,2006,202500
2344,13837,no,Corner,7,5,1988,1988,PConc,1204,0,Y,2183,1,2,4,Gd,9,0,Unf,3,786,0,0,2006,229000
2345,16659,no,Corner,7,7,1977,1994,CBlock,795,0,Y,2263,1,3,3,Gd,9,1,Fin,2,539,0,250,2006,235000
2346,18800,no,FR2,6,5,1976,1976,PConc,712,84,Y,1574,1,3,3,TA,6,1,Fin,2,566,306,111,2006,190000
2347,10464,no,FR3,6,6,1980,1980,CBlock,850,138,Y,1102,0,2,2,TA,5,1,RFn,2,582,140,22,2006,169000
2348,10400,no,Inside,7,5,1988,1988,CBlock,929,916,Y,1872,1,2,3,TA,6,1,Fin,2,604,197,39,2006,241500
2349,10530,no,Inside,7,5,1978,1978,CBlock,0,945,Y,1857,1,2,4,TA,8,1,RFn,2,482,400,105,2006,188900
2350,10240,no,Inside,6,6,1980,1980,CBlock,1686,0,Y,1686,0,3,3,TA,7,1,Unf,2,612,384,131,2006,207500
2351,16692,no,Inside,7,5,1978,1978,CBlock,1259,133,Y,2784,1,4,5,Gd,12,2,RFn,2,564,0,552,2006,250000
2352,11475,no,Inside,6,6,1975,1975,CBlock,550,163,Y,1552,1,3,3,TA,6,1,RFn,2,434,209,208,2006,179900
2353,9927,no,Inside,7,5,1976,1976,CBlock,1005,42,Y,1083,0,2,2,TA,5,1,RFn,2,596,444,40,2006,172000
2354,9512,no,Inside,7,5,2005,2006,PConc,788,172,Y,2318,1,3,3,Gd,8,1,Fin,2,541,0,246,2006,294323
2355,10530,no,Inside,6,6,1975,2000,CBlock,548,127,Y,1875,0,3,3,Gd,8,1,RFn,2,485,48,28,2006,184500
2356,10140,no,Inside,5,6,1975,1975,CBlock,788,268,Y,1074,1,2,3,TA,6,0,RFn,2,495,0,88,2006,153500
2357,10140,no,Inside,7,5,1976,1976,PConc,194,638,Y,1664,1,2,4,TA,8,1,RFn,2,528,0,287,2006,162900
2358,10140,no,Inside,6,6,1974,1999,CBlock,1040,0,Y,1309,1,2,3,Gd,5,1,RFn,2,484,265,0,2006,181000
2359,10000,no,Inside,6,6,1974,1974,CBlock,755,348,Y,1103,0,2,3,TA,6,0,Unf,2,462,295,84,2006,155000
2360,15870,no,Corner,5,5,1969,1969,CBlock,866,230,Y,1096,0,2,3,TA,6,0,Fin,1,299,240,32,2006,138800
2361,9353,no,Inside,4,5,1970,1970,CBlock,0,864,Y,864,0,1,3,TA,5,0,Unf,1,280,0,0,2006,116050
2362,8125,no,Corner,4,4,1971,1971,CBlock,614,244,Y,858,0,1,3,TA,5,0,NA,0,0,0,0,2006,88000
2363,7200,no,Inside,4,4,1971,1971,CBlock,640,224,Y,874,1,1,3,TA,5,0,Unf,2,576,63,0,2006,97500
2375,7514,no,Inside,5,7,1967,1975,CBlock,481,462,Y,1387,0,2,3,TA,6,1,RFn,1,300,0,240,2006,145000
2376,7838,no,Inside,5,5,1967,1967,CBlock,769,95,Y,900,0,2,3,TA,6,1,RFn,1,288,175,144,2006,123000
2379,16737,no,FR3,9,5,2004,2005,PConc,1447,533,Y,1980,0,3,3,Ex,8,1,Fin,3,770,194,45,2006,315000
2380,16387,no,Inside,9,5,2006,2006,PConc,1369,369,Y,2589,1,3,4,Ex,11,1,RFn,3,831,0,0,2006,412083
2381,16259,no,Corner,9,5,2006,2006,PConc,0,1249,Y,2596,1,3,4,Gd,9,0,RFn,3,840,240,154,2006,342643
2382,16163,no,Corner,8,5,2004,2004,PConc,0,1618,Y,1618,0,2,2,Gd,6,1,Fin,3,880,0,0,2006,252000
2383,13891,no,Inside,10,5,2006,2006,PConc,1386,690,Y,2076,1,3,2,Ex,7,1,Fin,3,850,216,229,2006,465000
2384,12228,no,Corner,7,5,2006,2006,PConc,0,1721,Y,1740,0,2,4,Gd,8,0,RFn,3,874,0,43,2006,293000
2385,14780,no,Corner,9,5,2005,2005,PConc,1505,363,Y,1868,0,3,2,Ex,7,1,Fin,3,1085,354,212,2006,415000
2386,16033,no,FR2,9,5,2004,2005,PConc,1261,572,Y,1850,0,3,3,Gd,8,1,Fin,3,772,519,112,2006,326000
2387,14215,no,Corner,8,5,2005,2006,PConc,0,1158,Y,2376,1,3,4,Gd,9,1,RFn,3,853,240,154,2006,325300
2388,13418,no,Inside,8,5,2004,2005,PConc,0,1117,Y,2452,1,3,4,Gd,9,1,Fin,3,691,113,32,2006,309000
2389,13975,no,Corner,9,5,2005,2006,PConc,0,1090,Y,2206,1,2,4,Ex,10,1,Fin,3,670,148,95,2006,300000
2390,10240,no,Inside,8,5,2005,2005,PConc,0,1030,Y,2098,1,2,3,Ex,8,1,RFn,3,878,192,52,2006,275500
2391,9942,no,Inside,9,5,2005,2006,PConc,1290,316,Y,2091,1,3,3,Ex,8,1,RFn,2,521,194,84,2006,338500
2392,11924,no,Inside,9,5,2005,2006,PConc,998,177,Y,2324,0,4,4,Ex,11,2,Fin,3,736,147,21,2006,345000
2393,12867,no,Corner,8,5,2005,2006,PConc,0,1209,Y,2253,1,2,3,Ex,8,1,Fin,2,575,243,142,2006,344133
2394,10672,no,Inside,8,5,2006,2006,PConc,0,1054,Y,2389,1,2,4,Gd,10,1,Fin,3,672,176,64,2006,298236
2395,11643,no,Inside,8,5,2005,2006,PConc,880,644,Y,2358,1,3,4,Ex,10,1,Fin,3,784,120,34,2006,329900
2396,12378,no,Inside,9,5,2003,2004,PConc,1274,622,Y,1944,0,3,3,Ex,8,3,Fin,3,708,208,175,2006,360000
2397,11065,no,Inside,8,5,2006,2006,PConc,0,1085,Y,1970,1,2,3,Ex,8,1,Fin,3,753,177,74,2006,281000
2398,13758,no,Inside,9,5,2005,2006,PConc,1232,560,Y,1792,0,3,2,Gd,6,1,RFn,3,925,204,49,2006,372397
2399,14828,no,Corner,9,5,2004,2005,PConc,1383,397,Y,1780,0,3,2,Ex,7,1,Fin,3,816,144,68,2006,378000
2400,11846,no,Inside,9,5,2003,2004,PConc,1567,225,Y,1792,0,3,2,Ex,6,1,Fin,3,874,206,49,2006,374000
2401,20431,no,Inside,9,5,2005,2006,PConc,1410,438,Y,2728,1,3,4,Ex,10,2,Fin,3,706,0,0,2006,437154
2402,10927,no,Inside,8,5,2005,2005,PConc,546,512,Y,1904,1,3,3,Ex,8,1,Fin,2,736,179,60,2006,275000
2403,13215,no,Corner,8,5,2004,2004,PConc,994,426,Y,1914,1,3,3,Gd,9,1,RFn,3,746,168,127,2006,279000
2411,10237,no,Inside,6,5,2005,2006,PConc,28,1288,Y,1316,0,2,3,Gd,6,1,Fin,2,397,100,23,2006,169990
2412,10237,no,Inside,6,5,2005,2006,PConc,0,728,Y,1456,1,2,3,Gd,8,1,Fin,2,390,0,24,2006,170440
2413,10237,no,Inside,7,5,2006,2006,PConc,0,738,Y,1492,1,2,3,Gd,8,0,Fin,2,440,0,32,2006,169985
2414,17104,no,Inside,7,5,2006,2006,PConc,554,100,Y,1496,1,3,3,Gd,7,1,RFn,2,426,100,24,2006,179665
2415,14054,no,Inside,7,5,2006,2006,PConc,0,879,Y,1863,1,2,4,Gd,9,1,Fin,3,660,100,17,2006,219210
2416,11660,no,Inside,6,5,2006,2006,PConc,0,1326,Y,1326,0,2,3,Gd,6,0,Fin,2,427,100,0,2006,174190
2417,15578,no,Corner,6,5,2006,2006,PConc,0,728,Y,1456,1,2,3,TA,8,0,RFn,2,429,0,0,2006,172785
2418,11631,no,Corner,8,5,2004,2005,PConc,0,1052,Y,2373,1,2,4,Gd,9,1,Fin,3,632,120,46,2006,258000
2419,9073,no,Inside,7,5,2006,2006,PConc,0,738,Y,1492,1,2,3,Gd,8,0,Fin,2,440,100,32,2006,185101
2431,21930,no,Inside,5,5,2005,2005,PConc,0,732,Y,1838,1,2,4,TA,7,1,Fin,2,372,100,40,2006,192140
2432,7861,no,Inside,6,5,2002,2003,PConc,457,326,Y,1509,1,3,3,Gd,7,1,Fin,2,393,100,75,2006,183200
2433,9056,no,Inside,8,5,2004,2004,PConc,0,707,Y,1414,1,2,3,Gd,6,1,Fin,2,403,100,35,2006,178000
2434,9171,no,Inside,7,5,2004,2005,PConc,0,848,Y,1598,1,2,3,Gd,7,1,Fin,2,433,100,48,2006,201490
2435,11194,no,Corner,8,5,2000,2000,PConc,0,1406,Y,1936,1,2,3,Gd,7,1,RFn,2,504,188,124,2006,230500
2436,7875,no,Inside,7,5,2003,2003,PConc,0,783,Y,1509,1,2,3,Gd,8,1,Fin,2,393,0,75,2006,180000
2437,8121,no,Inside,6,5,2000,2000,PConc,0,953,Y,1664,1,2,3,TA,7,1,RFn,2,460,100,40,2006,172400
2438,8658,no,Inside,6,5,2000,2000,PConc,732,250,Y,1889,1,2,3,TA,9,1,Fin,2,431,0,0,2006,215000
2439,11214,no,Corner,7,5,1998,1999,PConc,0,930,Y,1886,1,2,4,Gd,10,1,Fin,2,431,89,0,2006,199900
2440,10852,no,Inside,6,5,2000,2000,PConc,786,173,Y,1671,1,3,3,TA,7,1,Fin,2,472,0,38,2006,173000
2441,12104,no,FR3,7,5,2006,2006,PConc,0,1035,Y,2322,1,3,4,Gd,8,0,RFn,3,617,400,45,2006,287602
2442,8738,no,Inside,7,5,1999,1999,PConc,0,975,Y,2291,1,2,4,Gd,8,1,Fin,2,429,192,0,2006,230000
2443,9452,no,Inside,8,5,1997,1998,PConc,1074,322,Y,2392,1,3,3,Gd,7,1,Fin,3,870,0,70,2006,348000
2444,9660,no,Inside,8,5,1998,1998,PConc,791,253,Y,1976,1,3,3,Gd,7,1,Fin,3,885,210,31,2006,286000
2445,9545,no,Corner,8,5,2000,2000,PConc,505,655,Y,2234,1,3,3,Gd,7,1,RFn,3,768,0,50,2006,300000
2446,35760,no,CulDSac,10,5,1995,1996,PConc,1387,543,Y,3627,1,4,4,Gd,10,1,Fin,3,807,361,76,2006,625000
2447,9233,no,Inside,9,5,2000,2000,PConc,1182,358,Y,2855,1,3,4,Ex,9,1,RFn,3,774,247,55,2006,405000
2448,12011,no,CulDSac,8,5,1998,1998,PConc,956,130,Y,1924,1,3,3,Gd,7,1,RFn,2,592,208,449,2006,280000
2449,12090,no,Corner,8,5,1998,1998,PConc,0,1141,Y,2263,1,2,4,Gd,10,1,Fin,2,420,144,123,2006,258000
2450,10019,no,Inside,8,5,1995,1995,PConc,527,815,Y,2726,1,2,4,Gd,9,1,RFn,3,725,307,337,2006,350000
2451,17242,no,Inside,9,5,1993,1994,PConc,1685,48,Y,3500,1,4,4,Ex,11,1,RFn,3,959,870,296,2006,584500
2452,10236,no,Inside,8,5,1994,1995,PConc,548,742,Y,2494,1,3,4,Gd,9,1,Fin,3,803,200,95,2006,321000
